Dates,Emerging Market Stocks,Foreign Developed Stocks,US Stocks - Growth (Large Cap),US Stocks - Growth (Small Cap),US Stocks - Value (Large Cap),US Stocks - Momentum,US Stocks - Size (Large Cap),US Stocks - Size (Small Cap),US Government Bonds - Long Term,US Government Bonds - Short Term,Municipal Bonds,TIPS,US Corporate Bonds - High Yield,US Corporate Bonds - Investment Grade,Emerging Market Bonds - USD,Global Aggregate Bonds ex-US,Gold
25/01/2008,0.025692306,-0.004362241,-0.014345725,-0.009895073,-0.014342263,-0.014519358,-0.015865009,-0.007250293,0.009287625,0.000544646,-0.000414974,0.008123876,0.001522642,0.010822526,0.00154919,0.002017158,0.001324246
26/01/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
27/01/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
28/01/2008,-0.020717949,0.007839961,0.011041152,0.018097645,0.020863342,0.008948068,0.017568988,0.021177457,-0.003658408,-0.00045377,-0.000578623,-0.001190273,-0.004560983,-0.000279462,-0.000373263,0.002016005,0.01793392
29/01/2008,0.013451318,0.007091738,0.003158548,0.003317272,0.009511717,-0.000562575,0.006205966,0.00257388,-0.004006157,0.000635218,-0.003821555,-0.00036638,0.001018518,-0.001675726,-0.001663693,-0.002787841,-0.007284192
30/01/2008,-0.010340579,-0.006586128,-0.004731833,-0.016397764,-0.005356328,-0.005100417,-0.004700028,-0.012553524,-0.000479919,0.000634814,-0.002213516,0.000184405,0.003865078,-0.000186673,0.003040174,-0.000836013,0.006461505
31/01/2008,-0.002854152,0.014863891,0.01220577,0.019627233,0.017950999,0.013094637,0.016940851,0.024849245,0.005175052,0.000181012,0.002660432,0.004858673,0.002027128,0.003265109,0.000293823,0.006534908,-0.004352557
01/02/2008,0.027233278,0.013969332,0.010333398,0.026236496,0.017633198,0.005958457,0.012234979,0.023822129,0.003232067,0.000270599,0.002595437,0.000554245,0.000544661,0.004219026,5.95E-05,0.001094575,-0.024043716
02/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
03/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
04/02/2008,0.01988305,-0.010221765,-0.007906155,-0.007065845,-0.011197047,-0.006192556,-0.01044227,-0.011565018,-0.005559318,-0.0003636,-0.000752744,-0.005775262,0.000254421,-0.002697662,0.000392275,-0.001083246,-0.002799552
05/02/2008,-0.011755388,-0.039964851,-0.0276445,-0.031181341,-0.034239958,-0.030463502,-0.031904828,-0.025629995,0.007043731,0.000272364,0.003188138,0.004794755,-0.008088527,0.003451258,-0.002257138,0.006044718,-0.014149354
06/02/2008,-0.019373287,-0.002572035,-0.010220412,-0.022035474,-0.005514254,-0.012571397,-0.007223612,-0.014152987,-0.001776639,0.000183556,-0.00017455,-0.001194302,-0.002051443,-0.005392063,0.000393009,-0.002849627,0.014694157
07/02/2008,-0.008479125,-0.007033982,0.007404549,0.021303448,0.008351376,0.004578367,0.008130754,0.016675605,-0.011233705,-2.87E-05,-0.002691826,-0.01194586,-0.004213133,-0.011496506,-0.003539598,0.002352185,0.00909295
08/02/2008,-0.000385158,-0.009680743,0.002091351,-0.004144501,-0.01030039,0.011843213,-0.004187565,-0.006275866,0.00843701,2.70E-05,0.001395251,0.010045783,-0.007534904,0.003782308,-0.00384933,0.000468391,0.012348426
09/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
10/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
11/02/2008,-0.010545758,0.003576528,0.011096214,0.005504164,0.000562712,0.015242848,0.005937004,-0.001291558,0.002230733,-0.000199179,0.001422163,0.002578162,-0.007903133,0.003014444,-0.000495209,0.001288261,0.005604396
12/02/2008,0.014811643,0.019481078,0.005088204,0.004272736,0.008714552,0.003465887,0.007309207,0.011928116,-0.002114339,1.74E-05,-0.001577123,-0.001836809,0.00377388,-0.001408394,0.00029747,-0.006529104,-0.021855535
13/02/2008,0.00871611,0.005826137,0.014238126,0.026592945,0.014354018,0.018532039,0.013990306,0.020451816,-0.004238576,0.000635923,-0.001387174,-0.009107791,-0.002610897,-0.010063048,0.001882757,0.000895331,0.001452352
14/02/2008,0.022051729,-0.000927236,-0.012325405,-0.021759732,-0.015662426,-0.009921189,-0.013389654,-0.023241838,-0.005488277,0.000181701,-0.005079347,-0.006684801,0.004920347,-0.002185541,-0.000118925,-0.002087751,0.001896475
15/02/2008,-0.000960141,0.001395548,-0.00110251,-0.004369169,0.003908751,-0.002432802,0.000899864,-0.00441833,0.002139581,9.13E-05,-0.002325869,0.005047923,-0.002499735,0.003237306,0.001899102,0.001599237,-0.006235386
16/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
17/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
18/02/2008,0.007143551,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-0.003228327,0
19/02/2008,0.010490051,0.014124115,0.003317145,-0.001927736,-0.004309421,0.001365792,-0.000816962,0.012308356,-0.007192666,-0.000181651,-0.003350504,-0.005728832,-0.005118426,-0.009869627,-0.00750352,0.00219762,0.027338936
20/02/2008,-0.012676936,-0.009134481,0.009300113,0.008593424,0.005864295,0.011805057,0.008395603,0.000566022,-0.000905716,0.000272092,-0.001881357,0.003283054,0.002624877,0.002204247,0,-0.0021722,0.018431672
21/02/2008,0.013293907,0.001612369,-0.012336951,-0.01783314,-0.011106115,-0.014038787,-0.012525832,-0.019499219,0.01031031,0.000272018,-0.001943444,0.006292369,0.003455767,0.006886286,-0.001094298,-0.000720697,-0.000107089
22/02/2008,-0.003467768,0.010583976,0.006955381,-0.005648531,0.010809641,0.006832859,0.007986884,-0.000288476,-0.002803192,-9.04E-05,-0.003120437,-0.00277895,0.001773128,-0.003932611,0.003685304,0.000323269,0.001820713
23/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
24/02/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
25/02/2008,0.009646876,0.014799616,0.013032712,0.01853109,0.012774997,0.014223153,0.013831127,0.020181298,-0.006635494,0,-0.004728798,-0.005016667,0.003021071,-0.00635115,0.001289656,-0.003009481,-0.007269617
26/02/2008,0.009400378,0.017053562,0.008058197,0.010623673,0.00521163,0.004756575,0.006922578,0.009326006,0.002490763,0.000271969,-0.003598336,0.006629101,0.006439387,0.00719761,0.000890174,-0.001517083,0.011091966
27/02/2008,0.015730816,0.001543363,0.000458279,0,-0.000682185,-0.001308359,-0.000678521,-0.000420356,0.00237151,0.000271895,-0.008921999,0.001669842,-0.000206393,-0.000952875,0.001981433,-0.000699686,0.011289807
28/02/2008,0.001011136,-0.007929067,-0.004145817,-0.008279246,-0.015425411,0.001197159,-0.008826563,-0.015125846,0.011717647,-0.000181503,-0.012235337,0.013241933,-0.00144505,0.007248755,-0.000889587,0.00585143,0.010005266
29/02/2008,-0.018563466,-0.024644261,-0.025770315,-0.028885471,-0.026479467,-0.025337446,-0.027057998,-0.020761293,0.010690007,0.000181536,-0.008457124,0.010509564,-0.003824588,0.006343978,0.002966948,0.0060954,0.004796663
01/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
02/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
03/03/2008,-0.019635246,0.000227189,0.002695402,0,-0.002136615,0.002345725,0.000554133,-0.009584678,-0.002532533,0.000248373,0.007028273,-0.000394842,0.000269199,-1.60E-05,0.00013326,0.000696784,0.01079286
04/03/2008,-0.006869658,-0.012973536,-0.003004059,-0.006957752,-0.003995579,-0.006704792,-0.003439715,-0.005866,-0.003768482,0.000181458,0.013302422,-0.002272365,-0.001148927,-0.005858366,-0.001286373,-0.000147775,-0.027207392
05/03/2008,0.004990631,0.010145699,0.007287662,0.006457263,0.003151696,0.014075102,0.005736903,0.009586915,-0.004337788,0.000635423,0.006098783,-0.000639006,0.002769806,-0.007034066,0.001387109,-0.005140732,0.033562005
06/03/2008,0.001994605,-0.010271609,-0.019502873,-0.032355382,-0.023853776,-0.017323996,-0.021860437,-0.033308685,0.008043473,0.000544798,0.005744232,0.005378915,-0.002553064,-0.001339904,-0.001444945,0.001126316,-0.014704381
07/03/2008,-0.022967237,-0.013377262,-0.009624581,-0.006066401,-0.004974884,-0.014393788,-0.008393766,-0.003173519,0.003435232,-0.000362423,0.004063602,0.003719327,-0.002090388,-0.002108389,-0.001031074,-0.000194795,-0.002072754
08/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
09/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
10/03/2008,-0.021329204,-0.009816748,-0.014736083,-0.029666723,-0.016176002,-0.019214596,-0.015422053,-0.022135065,0.007178545,0.000634904,0.000430755,0.00749841,-0.002303851,-0.000192077,9.92E-05,0.003521158,-0.001869353
11/03/2008,0.021521177,0.032105239,0.031891862,0.041837758,0.039163348,0.041604756,0.037162796,0.043411629,-0.010888798,-0.000634501,-0.005325647,-0.009684199,0.002519722,-0.011432307,-0.000892599,-0.002267666,0.001040474
12/03/2008,0.010836351,0.00105188,-0.005416551,-0.0061781,-0.008775068,-0.007778356,-0.008714136,-0.011590044,0.011562822,0.000725976,-0.00013002,0.009597878,-0.000210022,0.012050355,0.000497314,0.000579669,0.010497869
13/03/2008,-0.027586204,0.000914398,0.006243918,0.016530634,0.000145149,0.008657965,0.005167178,0.020444104,-0.005260342,9.01E-05,-0.001433766,-0.006457784,-0.007015605,-0.010850755,-0.00238317,0.000325641,0.013371734
14/03/2008,-0.006556694,-0.021921027,-0.016711318,-0.026963792,-0.021473593,-0.018089856,-0.020762105,-0.025633284,0.010355479,0.000363125,0.001056687,0.00223569,-0.006010388,-0.000582383,0.004377941,0.000822324,0.006394641
15/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
16/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
17/03/2008,-0.043681479,-0.015643412,-0.010849644,-0.02113992,-0.006969333,-0.017130634,-0.0088109,-0.016328778,0.005016297,0.000906184,-6.09E-05,-0.010696659,-0.004668315,0.008158902,-0.002080408,0.001137523,0.002420575
18/03/2008,0.018555449,0.030596194,0.035845747,0.048446943,0.044796468,0.038943735,0.04243405,0.045957948,-0.006835796,0.0001809,-0.001039148,-0.001092814,0.014709115,-0.001830355,0.004963306,-0.003674575,-0.027568166
19/03/2008,0.000716042,-0.03682393,-0.02860124,-0.022964718,-0.0190084,-0.036887416,-0.024273605,-0.025716307,0.008630129,0.0004526,0.000849012,0.004193829,0.001050684,0.004343779,0.001185819,0.001628205,-0.032384894
20/03/2008,-0.017559088,0.01027663,0.016105768,0.020085148,0.03234177,0.009965731,0.023941856,0.017797529,0.002166551,0.00018165,0.001836578,0.002176632,0.00472164,0.005285929,-0.00019724,0.000743064,-0.035821215
21/03/2008,0.005904001,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
22/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
23/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
24/03/2008,0.01938602,0.020103595,0.019529197,0.037381037,0.013689406,0.023112798,0.015324683,0.03883321,-0.017615819,-0.001627635,-0.002852553,-0.017659535,0.00764444,-0.00191254,0.000197279,-2.19E-06,-0.000332705
25/03/2008,0.028824621,0.017156101,0.002571395,0.008491898,-0.000734567,0.012690175,0.002307895,0.003285215,0.00352009,-9.18E-05,0.000453437,-0.001659544,0.002570919,0.004502038,-0.001973373,-0.006001408,0.028511205
26/03/2008,0.003151933,-0.000911896,-0.001412413,-0.00441012,-0.014172864,0.000847897,-0.008718513,-0.008259333,0.00076775,0.000181064,0.000522449,0.002955375,-0.002325919,0.001220997,0.001977275,-0.00133175,0.010570596
27/03/2008,-0.000685871,0.001597833,-0.011167332,-0.012350101,-0.009822166,-0.012688529,-0.011250155,-0.007897635,-0.001314739,0.00045301,-0.001494014,0.002025548,-0.003263879,-0.006076808,-0.000394479,-0.001965379,-0.00064041
28/03/2008,0.005825416,-0.002049806,-0.007475103,-0.001223922,-0.010350486,-0.004621424,-0.007910099,-0.013026906,0.003948489,0.000180949,0.002017563,0.007442865,0.000519448,0.005366038,-0.001875493,0.000546814,-0.01740895
29/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
30/03/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
31/03/2008,-0.006924794,0.006162048,0.004805866,-0.014017594,0.005809676,0.002195948,0.005711523,0.001466849,0.00174839,-9.00E-05,0.002013494,0.002371204,0.004412525,0.002669083,-0.000296532,0.0021033,-0.014456522
01/04/2008,0.007410601,0.029039437,0.032057899,0.039337746,0.04084334,0.030223429,0.035894772,0.036609142,-0.008715713,-4.76E-05,-0.002732371,-0.008661819,0.004416415,-0.001591208,-0.001093481,-0.002335081,-0.039925003
02/04/2008,0.020741415,0.00330566,-0.001081534,0.002921771,-0.003162813,-0.001087934,-0.001734216,0.002401112,-0.003311894,-0.000180941,0.001372408,3.49E-05,0.000518486,0.00172195,0.003084112,-0.000525906,0.02435382
03/04/2008,0.004275907,0.002637105,0.000308513,0.00370684,0.00264404,0.003945112,0.001307273,0.00267701,-5.56E-05,0.000180974,0.002495893,-0.000369263,-0.001762133,0.000477455,0.000793327,0.000201687,0.004261523
04/04/2008,0.002140177,0.004602259,0.00587739,0.002638519,-0.00236008,0.009638923,0.000809832,0.000140449,0.007698924,9.09E-05,0.004281838,0.005726067,0.003840807,0.012124471,0.003170791,0.002223608,0.008710218
05/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
06/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
07/04/2008,0.013604493,0.003926112,0,-0.003156858,0.002505119,0.001061405,0.001567419,-0.002809917,-0.00659539,-0.00027182,-4.09E-05,-0.00229428,0.007963282,0.001131473,0.002667385,-0.002276067,0.010184878
08/04/2008,-0.005907206,-0.00869081,-0.001689277,-0.00026412,-0.008051738,0.000218733,-0.004764603,0.000844948,0.000110067,0.000362813,0.004714787,-0.001749991,0.003385053,-0.003560677,0.000295049,-0.001126531,-0.007671233
09/04/2008,-0.002469222,-0.006357095,-0.005389336,-0.017955867,-0.012313965,-0.002195554,-0.008013691,-0.01703746,0.005975342,0.000181774,0.007356971,0.006638148,-0.008690701,-0.002950522,-9.80E-05,1.77E-05,0.018111541
10/04/2008,0.007449104,-0.004192533,0.006502246,0.014653715,0.002692534,0.007068057,0.00452069,0.00945436,-0.003959593,0.000544356,-4.04E-05,-0.004304473,0.003609727,0.000929855,0.002560788,0.002910897,-0.003579564
11/04/2008,0.001642903,-0.013070423,-0.017690406,-0.028222631,-0.021195359,-0.019867635,-0.020309062,-0.024549637,0.004306689,0,0.004416323,0.007450931,-0.008016584,0.000966242,0.001081127,0.002771255,-0.004681036
12/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
13/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
14/04/2008,-0.012302637,0.000674032,0.001720755,-0.002454183,-0.00822904,0.005088327,-0.003371169,-0.003054213,-0.002529186,-1.99E-05,0.000104466,-0.003104717,0.003522574,-0.006152615,0.000293919,0.000206541,-0.002515586
15/04/2008,0.004977407,0.005831825,0.004223902,0.005193949,0.005094822,0.00063906,0.004609181,0.007003437,-0.0045193,-0.000433354,-0.001747362,-0.003663541,-0.000102874,-0.002095409,0.001079642,-0.003103945,0.005263158
16/04/2008,0.012288893,0.034345259,0.019923493,0.029099344,0.022157397,0.029219015,0.022802085,0.031735524,-0.006754656,0.000362583,-0.001373607,-0.006159561,0.004362492,-0.005725847,0.000881513,-0.00505881,0.017997382
17/04/2008,0.007552763,-0.010565653,0.000763911,-0.011760604,0.001557952,-0.003174177,0.000650183,-0.003932472,-0.00234079,0,-0.001220691,-0.004162466,0.001002356,0.002591739,-0.00127239,-0.003170433,-0.007178828
18/04/2008,0.001404045,0.006102292,0.021201008,0.021126973,0.016409732,0.026867018,0.018144038,0.010574513,-0.00100595,-0.000362451,-0.001754955,-0.000928435,0.006778017,0.004403401,-0.002156836,-0.003164041,-0.020289229
19/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
20/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
21/04/2008,0.009261028,0.007796098,0.002838179,0.000915753,-0.006541351,0.007947204,-0.00153138,0.00013943,0.000111261,9.00E-05,0.000202141,0.000371872,-0.001632036,-0.003240652,-9.87E-05,0.002023149,-0.004957039
22/04/2008,0.002377744,-0.011174852,-0.00863615,-0.018838532,-0.008265307,-0.005439308,-0.008789847,-0.016461026,0.000783418,0.000272562,0.000444646,0.002509011,0.001328316,-0.002199175,-0.001277859,-0.001853323,-0.000442821
23/04/2008,0.002358498,0.003694767,0.004358518,0.009734171,0.00084809,0.000837617,0.002905475,0.000708717,-0.001006063,0,-0.000913208,-0.003059317,0.004081338,0.003066867,-0.001180624,0.001039794,-0.012404474
24/04/2008,-0.004153867,-0.004979529,-0.000748596,0.011487315,0.013408787,-0.003700764,0.006443279,0.009638473,-0.007830318,0,-0.002690307,-0.009038093,0.000304738,-0.001337843,-0.00059101,-0.002376156,-0.022316923
25/04/2008,0.001284547,0.011315887,0.003205038,0.007572944,0.01072416,0.007006548,0.006508171,0.009406169,-0.001353365,-0.00054411,-0.001120883,-0.001388811,0.004774979,0.000478277,-0.001477912,0.001406691,0.000114705
26/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
27/04/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
28/04/2008,0.004230339,0.004089683,-0.000510943,0.004016003,-0.001929501,-0.002545858,-0.001012022,0.006676506,0.001806303,9.09E-05,0.000368612,0.001690963,0.005865266,0.004781249,-0.001481072,-8.08E-06,0.010436977
29/04/2008,-0.011369873,-0.009431055,-0.005376072,-0.007355584,-0.003175933,-0.012178799,-0.003860781,-0.008842529,0.001803046,0.000271745,0.001498297,9.40E-05,-0.002916,0.003141021,7.89E-05,0.003928415,-0.02553916
30/04/2008,0.009530783,0.004977335,-0.004049612,-0.003770717,-0.005678112,0.002614357,-0.0038066,-0.004739959,0.003150122,0.000272537,0.001505776,0.004690206,0.001008329,0.005597765,0.006346489,0.00159538,0.007454863
01/05/2008,0.001045076,0.007963882,0.013865496,0.015790201,0.025212654,0.008251765,0.01733239,0.01890751,-0.000112486,0.00023008,0.001299584,-0.000711595,0.021127309,0.005874725,0.001627662,0.000189568,-0.03063938
02/05/2008,0.012575201,0.00256332,0.002377197,-0.001926712,0.002037419,0.005121649,0.003233336,-0.003160583,-0.008099891,-0.000362335,-0.001883052,-0.002533027,-0.010117302,-0.005841166,0.004136934,-0.00363895,0.008110687
03/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
04/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
05/05/2008,0.001982969,0.001491968,-0.001333653,-0.003604566,-0.006101063,0.00309208,-0.004443626,-0.003447507,0.001474423,8.22E-05,0.000134389,0.00235175,-0.001603394,0.001421745,-0.000392554,-2.19E-06,0.020231898
06/05/2008,0.00400866,0.003828396,0.008169058,0.006847475,0.006411945,0.011671542,0.00768555,0.008163314,-0.003171949,-0.000263826,8.58E-05,-0.000769798,-0.007125557,-0.006434884,-0.001373515,0.004035041,0.005914415
07/05/2008,-0.007314895,-0.015893579,-0.01531896,-0.015396426,-0.021961072,-0.016316732,-0.017705827,-0.017842868,0.003977316,0.000545096,0.000241213,0.002464021,0.000707654,0.002666863,-0.001671304,-0.001636721,-0.012105142
08/05/2008,-0.007836179,0.006030022,0.005831166,0.005993359,0.001525314,0.011360965,0.003713594,0.00209732,0.00645109,9.08E-05,0.002494282,0.007396879,-0.00212146,0.004417267,0.000196953,0.005087318,0.018438558
09/05/2008,-0.006056612,-0.003425073,-0.00594845,0.004016238,-0.007196385,-0.004617568,-0.006520636,-0.002929041,0.001124351,-9.08E-05,0.003359949,0.00269699,0.00212597,4.68E-05,0.000295372,0.002827547,0.000687521
10/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
11/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
12/05/2008,0.004127815,0.009451323,0.010025952,0.014449214,0.013242443,0.007637423,0.011050212,0.021958466,-0.001685569,-0.0002724,0.001234216,-0.001576977,-0.001313285,-0.000908084,-0.001377029,-0.002000997,-0.001488606
13/05/2008,0.009161955,-0.003616938,0.002368744,0.006359511,-0.002200788,0.005018322,-0.000157969,0.005747748,-0.008325826,-0.000363299,-0.002354581,-0.007523555,-0.000303464,-0.005716602,-0.000788511,-0.004645656,-0.020298165
14/05/2008,0.001664297,0.000639126,0.001034224,-0.001643669,0.006480016,-0.002899358,0.004179391,-0.001225084,-0.000340329,0,0.00054932,0.000936187,-0.001416596,0.000570384,-0.002070508,-0.004045848,-0.002106988
15/05/2008,0.0112813,0.014938894,0.011514684,0.011899589,0.009588181,0.0163984,0.010771269,0.002043447,0.005561545,9.09E-05,0.002770959,0.007199526,0.002634554,0.006660566,0.003260959,-0.003319949,0.022052786
16/05/2008,0.015067939,0.011983745,0.005546281,0.003252801,-0.003119971,0.007519756,0.001273494,0.005441098,-0.00169281,0.000454247,0.001857706,0,0.001414878,-0.001322846,0.003347919,0.004095625,0.023068977
17/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
18/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
19/05/2008,0.007304822,-0.001660336,0.000868312,-0.008229773,0.002448981,-0.00203418,0.000931985,0.000267687,0.002260907,9.08E-05,0.000104137,0.003156416,0.003934944,0.000230595,0.000196393,-0.002156845,0.003589859
20/05/2008,-0.012256221,-0.009158232,-0.004201383,-0.001759747,-0.012762962,-0.001705671,-0.00927723,-0.003650119,0.003046279,0,0.001882904,0.006005342,-0.001909964,0.00033712,0.001471692,0.001831726,0.014978761
21/05/2008,-0.000404495,-0.011130902,-0.016602467,-0.0141065,-0.016916109,-0.019068258,-0.015983574,-0.014245905,-0.00236234,-0.000151333,0.000199896,0.001113543,-0.001811969,-0.004398466,0.000196065,-0.004098133,0.012555066
22/05/2008,-0.008395876,0.009556754,0,0.007281353,0.003861772,-0.001225689,0.002804331,0.007156462,-0.006538354,6.05E-05,-0.002697833,-0.006983468,-0.001513494,-0.010972264,-0.003036497,-0.002102599,-0.009788993
23/05/2008,-0.010790581,-0.013254859,-0.010514116,-0.011540323,-0.015832026,-0.01008111,-0.013198912,-0.013119953,0.004425724,0,0.001643541,0.003886386,-0.005961164,0.00461041,0.001670341,0.001917328,0.002636204
24/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
25/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
26/05/2008,-0.012194285,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
27/05/2008,-0.000716152,-0.001065707,0.006734765,0.016550466,0.007363508,0.005246543,0.006848024,0.015372814,-0.004858047,9.08E-05,-0.001778589,-0.006913377,-0.00559122,-0.00602301,-0.001177777,-0.00237423,-0.020048203
28/05/2008,0.002636587,0.001494834,0.00683514,0.004922309,0.00295179,0.010561527,0.004157836,0.004636516,-0.007491487,0,-0.002060797,-0.009002888,0.004907046,-0.006396872,-0.001079939,-0.002060595,-0.0039128
29/05/2008,0.00508497,-0.003197839,0.001627742,0.009169339,0.009110213,-0.003335101,0.005452854,0.01018246,-0.004689883,0,-0.004109168,-0.003840246,-0.000966444,-0.004888869,-0.003146877,-0.004781016,-0.027497194
30/05/2008,0.006665414,0.00513212,0.002800934,0.006346668,-0.002639431,0.008107325,0.001525962,0.003494236,0.003332187,-9.08E-05,0.002835144,0.00394887,5.09E-05,0.003988758,0.000789445,0.002606555,0.009463358
31/05/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
01/06/2008,-3.01E-06,0,0,0,0,-4.10E-06,-8.20E-07,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
02/06/2008,-0.00148424,-0.009360845,-0.008086194,-0.008532587,-0.010304021,-0.001591974,-0.010471863,-0.009106656,0.00592362,0.000326909,0.00146584,0.003329741,-0.008204387,0.003422494,0.001570877,0.002335646,0.005716246
03/06/2008,-0.013054696,-0.003434008,-0.005927289,-0.002993876,-0.006754141,-0.006844724,-0.005750912,-0.002028437,0.005257835,0.000181557,0.002061389,0,0.000722468,0.003879895,0.001680374,-0.004497208,-0.012504263
04/06/2008,-0.013273868,-0.004956953,0.001935191,0.007381382,-0.000141964,-0.007719302,0.00016595,0.006230433,-0.00363915,0,-0.001079132,-0.005173859,-0.001031623,-0.003091766,0.000395059,0.003074002,-0.002647634
05/06/2008,0.008628537,0.015590946,0.021279574,0.026825337,0.016151329,0.034262137,0.019573988,0.025571824,-0.005247544,0,-0.002592338,-0.003120307,0.004340905,-0.005331586,-0.001874344,-0.005338694,0.000461681
06/06/2008,-0.001150779,-0.028144252,-0.026953838,-0.029753572,-0.034438957,-0.017887952,-0.030779769,-0.029921303,0.008715549,9.08E-05,0.00245095,0.012235462,-0.002727731,0.00497032,0.000988146,0.002475733,0.026419012
