Dates,Emerging Market Stocks,Foreign Developed Stocks,US Stocks - Growth (Large Cap),US Stocks - Growth (Small Cap),US Stocks - Value (Large Cap),US Stocks - Momentum,US Stocks - Size (Large Cap),US Stocks - Size (Small Cap),US Government Bonds - Long Term,US Government Bonds - Short Term,Municipal Bonds,TIPS,US Corporate Bonds - High Yield,US Corporate Bonds - Investment Grade,Emerging Market Bonds - USD,Global Aggregate Bonds ex-US,Gold
02/03/2011,0.000623724,0.00477184,0.003106552,0.005771321,0,0.005755748,0.002840655,0.004217337,-0.005254329,0,0.000188714,-0.002949208,0.000871479,-0.005331657,0.001428012,-0.000760191,-0.000712758
03/03/2011,0.012706059,0.013983821,0.018129284,0.025493947,0.016584145,0.018924997,0.017160627,0.022727452,-0.006791017,0,-0.001731837,-0.002680328,0.003592491,-0.004250958,0,-0.005762944,-0.012838802
04/03/2011,0.009505886,-0.009627438,-0.005937231,-0.001398113,-0.008156799,-0.005093146,-0.00737077,-0.004347067,0.007163005,0,-7.10E-05,0.006672892,-0.002060557,0.003805253,0.005038184,0.001082556,0.00867052
05/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
06/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
07/03/2011,-0.005572274,-0.010771436,-0.009321816,-0.016166518,-0.006483905,-0.009254778,-0.008745736,-0.016376004,-0.002478163,0,-0.000252974,-0.00082816,0.000217349,-0.002496709,0.002364186,-0.000348428,0.00286533
08/03/2011,0.003565075,0.003451006,0.006469383,0.015008041,0.010824695,0.009507546,0.009322355,0.016277619,-0.002377118,0,-0.003911246,0.000644809,-0.000869976,-0.001297358,0.002359398,-0.002569243,-0.002857143
09/03/2011,0.000656542,-0.001058196,-0.002921248,-0.007123124,0.000787293,-0.002086605,-0.001154634,-0.004003671,0.005847463,0.000362847,7.67E-05,0.001381422,-0.002827377,0.00519745,0.000188024,0.000193665,0.000716332
10/03/2011,-0.016580426,-0.024111391,-0.017726915,-0.025217293,-0.019827356,-0.014591602,-0.018328718,-0.02570733,0.008504515,9.09E-05,0.000146292,0.00570173,-0.00523612,0.004062324,-0.000714987,0.002497927,-0.011632069
11/03/2011,-0.006677159,0.001356862,0.007311335,0.003791261,0.006742811,0.003043305,0.006728031,0.002626671,-0.002348151,-9.09E-05,0.000207175,-0.001646303,-0.000219255,-0.000919807,0.000621044,0.004009456,0.003078037
12/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
13/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
14/03/2011,0.006057921,-0.01816708,-0.005922062,-0.004665446,-0.005581823,-0.00647304,-0.005847581,-0.005362756,0.002246692,9.09E-05,0.000694275,0.00146542,-0.00405789,0.001104785,-0.002540844,0.002710454,0.005054152
15/03/2011,-0.022373039,-0.022093966,-0.010871611,-0.008036161,-0.011706239,-0.009525951,-0.011109937,-0.008902792,0.00363015,-0.0001359,0.003901482,-0.000273986,-0.005175408,-9.23E-05,-0.001227128,0.004855721,-0.018678161
16/03/2011,0.004074922,-0.030216574,-0.019726364,-0.009001165,-0.018172939,-0.017072076,-0.019017969,-0.009995118,0.008509553,-0.000136768,0.001782138,0.007135675,-0.006199158,0.005976619,-0.004346024,0.0027584,-0.001098097
17/03/2011,-0.00505334,0.032324885,0.010901751,-0.000566865,0.014048126,0.009539099,0.012474128,0.002172534,-0.003058397,0,-0.00022638,0.001998213,0.010804441,-0.000639667,0.004744869,-0.005444684,0.005496519
18/03/2011,0.007480209,0.015796051,0.001826619,0.011813841,0.006681505,0.00340371,0.004278225,0.013262324,-0.000634713,0.000272723,-1.03E-05,-0.000725537,0.004738144,0.000640076,0.000377292,0.000168915,0.010204082
19/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
20/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
21/03/2011,0.010609345,0.024992186,0.016836676,0.023464998,0.013113268,0.014675906,0.015163913,0.023155314,-0.005187578,-9.09E-05,-0.00160975,-0.004263792,0.006142049,-0.003198963,0.004154167,-0.002257589,0.006493506
22/03/2011,0.009204048,-0.002707845,-0.002390799,-0.004608154,-0.003835371,-0.002473109,-0.003524117,-0.005288881,0.000532023,-0.000181782,-0.000174837,-0.002459787,0.000544912,0.001833755,-9.35E-05,-0.001864177,-0.000716846
23/03/2011,0.003140991,5.38E-05,0.004787659,0.004739537,0.001444309,0.005193022,0.003199684,0.003091596,-0.001276177,0.000272723,-0.000313446,-0.001643678,-0.001198152,-0.000640545,0.001221958,0.000658678,0.008608321
24/03/2011,0.009741182,0.013858993,0.010899519,0.010192647,0.007848518,0.014878304,0.009324881,0.006890122,-0.005112032,-0.000181766,-0.001873038,0.000914882,0.000872429,-0.003297334,0.000845301,-0.000956092,-0.008534851
25/03/2011,0.007683353,-0.012330578,0.003448752,0.008910681,0.002749439,0.006914059,0.003038124,0.00871046,-0.002675779,9.09E-05,-0.000140525,-0.004661498,0.000326876,-0.001469979,-0.000657162,-0.000676918,0.00071736
26/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
27/03/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
28/03/2011,-0.004325533,0.000271137,-0.002796121,-0.000430904,-0.002866168,-0.003776298,-0.002165979,-0.002188779,0.000321955,0,-0.000531204,0.000550861,0.000326769,0.000368194,0.000563428,-0.001929405,-0.005734767
29/03/2011,0.003653062,0.005970725,0.007971111,0.009806516,0.005588007,0.008774839,0.006544133,0.009385008,-0.002897468,-0.000181782,-0.001843057,-0.002018936,0.000544437,-0.004875192,-0.000937995,-0.000963707,-0.000720981
30/03/2011,0.014398754,0.011054928,0.006006133,0.014299725,0.008256809,0.006987327,0.006767274,0.012921192,0.003443865,0,-0.00174203,0.003494369,0.001524366,0.003420266,0,-5.49E-05,0.002164502
31/03/2011,0.009721854,-0.004799554,0.00028804,0.003050153,-0.002992306,0.001092842,-0.001317886,0.003457546,-0.002574236,9.09E-05,-0.000681578,0.000366725,-0.000543312,-0.003224307,0.001596717,-0.002419233,0.009359251
01/04/2011,0.012273789,0.010183403,0.002764383,0.003671795,0.005370236,0.005569892,0.004619093,0.004396488,0.002131469,0.000270149,-0.000463965,0.002584292,-0.001200564,0.004701201,0.001892785,-0.000858109,-0.004992867
02/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
03/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
04/04/2011,0.007055654,-0.000265094,0.000584768,0.002612686,0.001414832,0.000751799,0.000492888,0.002247453,0.002259213,-9.09E-05,0.000391074,0.004501126,0.006135097,0.00230893,0.003760425,0.002162452,0.003584229
05/04/2011,0.001555963,-0.002654034,-0.001163634,0.00766064,0.000156689,-0.001064257,0,0.00542832,-0.005044209,-0.0002718,-8.89E-05,-0.001828716,-0.001088791,0.000553346,-0.00243547,-0.001104087,0.016428571
06/04/2011,0.007531155,0.008785692,0.001306042,-0.000568617,0.004705195,-0.001989098,0.00295425,0.002230306,-0.004315139,9.01E-05,-0.000778116,-0.005405868,0.002179955,-0.00322365,0.002441416,0.000542228,0.002810963
07/04/2011,-0.000182869,-0.004487552,-0.001304339,-0.004554504,-0.002185649,-0.002929284,-0.001800237,-0.005972727,0.000108041,0.000272699,4.20E-05,0.001750529,0.000978769,-0.001477856,-0.00243547,-8.25E-05,0
08/04/2011,0.003230351,0.007684694,-0.003338244,-0.009044953,-0.004380873,-0.003971691,-0.003770993,-0.010487119,-0.002924924,-9.09E-05,-0.001241418,0.002114828,0,-0.000555016,0.002722667,-0.002854051,0.00840925
09/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
10/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
11/04/2011,-0.004538583,-0.002104157,-0.002479309,-0.008918146,-0.003457072,-0.000779897,-0.003389465,-0.008930231,0.001304232,-9.09E-05,0.000540338,-0.000733836,-0.000977812,9.26E-05,-0.002902266,0.000924479,-0.006254343
12/04/2011,-0.018371899,-0.009221836,-0.007156895,-0.012810018,-0.007411966,-0.005573528,-0.007330974,-0.013096104,0.005642143,0.000272674,0.001614684,0.005050085,-0.003154748,0.003517364,-0.001502631,0.003373928,-0.006993007
13/04/2011,0.006801217,0.003456861,0.002355195,0.004397088,-0.002701567,0.006255843,0.000332855,0.001338765,0.003884059,0,0.000957865,0.002192722,0.00480092,0.001752833,0.001034565,-0.001087377,0.002112676
14/04/2011,-0.001796749,0.004239391,0.001172191,0.005231076,-0.00015911,0.000542853,0.000166372,0.004620055,-0.003331509,9.00E-05,0.002115966,-0.0012764,-0.004017361,-0.002486245,9.38E-05,-0.000681896,0.012649332
15/04/2011,-0.000177014,-0.001318475,0.002789923,0.009877846,0.00493989,0.004316269,0.003490773,0.01064993,0.007332959,-0.000180868,0.001415809,0.007302847,0.001308412,0.005261751,0.002536595,-0.000132729,0.00832755
16/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
17/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
18/04/2011,-0.015790594,-0.020350345,-0.009650784,-0.016933009,-0.013002273,-0.010389543,-0.010934004,-0.01652506,0.002462647,9.09E-05,0.001491956,0.00027202,-0.003484283,0.001377093,-0.001312261,0.00249789,0.006194081
19/04/2011,0.003355807,0.007284541,0.005167149,0.000962742,0.005461681,0.004906358,0.006197006,0.000226673,0.001281146,0.000180884,0.001481058,0.003533316,0.003496466,0.002109266,-0.001688741,-0.000522051,0.000506156
20/04/2011,0.023563578,0.026514412,0.016594639,0.024262795,0.012143252,0.017206514,0.013484463,0.020467086,-0.003946478,-9.09E-05,0.001955049,-0.003430546,0.003810383,0.000457435,0.002913958,-0.001055639,0.002912343
21/04/2011,0.009163039,0.006000047,0.007078303,0.008556412,0.002525105,0.007570386,0.004422063,0.007396029,0.000749871,0.000181717,0.001519177,-0.001812149,0.0023864,0.000914451,0.002060981,0.000450365,0.00204499
22/04/2011,7.88E-05,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
23/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
24/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
25/04/2011,-0.001601094,-0.000518225,-0.001434609,-0.001654678,-0.001102116,0.000192203,-0.000968055,-0.001302147,0.00353074,-0.00045336,0.00179296,0.002722827,-0.001082075,0.001005603,-0.002150902,-2.19E-06,0.001360544
26/04/2011,-0.000393021,0.007782083,0.008620021,0.006943864,0.00930027,0.004484502,0.00873304,0.009960073,0.004264991,9.09E-05,0.00265099,0.003439241,0.002274896,0.004655385,0.001781205,-0.000295666,-0.003396739
27/04/2011,-0.000509684,0.012401071,0.0052723,0.007822158,0.006716283,0.006484785,0.006433887,0.005986747,-0.002866543,0.000271775,0.000968988,-0.002435382,0.00064893,-0.001271856,0.001683842,-0.002148987,0.019086571
28/04/2011,-0.00107362,0.006764398,0.003399592,0.002858862,0.004498428,0.002412774,0.003224989,0.004551733,0.003832779,-0.000271701,0.002486943,0.002983478,0.000539663,0.003184313,0.002800909,0.003767809,0.004013378
29/04/2011,0.002634913,0.000818552,0.002118181,0.006313965,0.002007774,0.004465429,0.002893001,0.003601351,0.002015242,0.000271775,0.00099132,0.002073927,0.002375064,0.001904771,0.005681497,0.002971907,0.017321785
30/04/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
01/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
02/05/2011,0.002610361,0.00025218,-0.000395369,-0.013661247,-0.002620788,-0.001275543,-0.00224406,-0.011691706,-0.000302393,-0.000189342,0.000417382,0.001653736,-0.000506218,0.002330102,-0.000857698,-0.00062447,-0.013752456
03/05/2011,-0.01636716,-0.008074554,-0.003554659,-0.015286493,-0.003399375,-0.005753137,-0.003211766,-0.012648757,0.00265408,0.000181735,0.001485701,0.001625424,0.00021641,-0.000453311,0.002419503,-0.00078736,-0.003320053
04/05/2011,-0.011518123,-0.008648621,-0.006503651,-0.013753618,-0.007597576,-0.00893863,-0.006784152,-0.012929877,0.002540951,9.00E-05,0.003096657,0.000901112,-0.000324924,0.00145088,0.000557058,-0.001067976,-0.01332445
05/05/2011,-0.007476726,-0.018988774,-0.007406762,-0.004753199,-0.010625979,-0.005516931,-0.008712034,-0.004566751,0.004963187,-9.00E-05,0.003146649,-0.001170521,-0.004120586,0.003441853,-0.000556748,0.003061057,-0.029034436
06/05/2011,0.001150028,0.000784048,0.004303828,0.007960172,0.004738476,0.005114232,0.004713336,0.005311554,0.000525776,9.00E-05,0.000159518,0.00036028,0.005117522,0,0.000463959,0.001381358,0.013212796
07/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
08/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
09/05/2011,-0.00102351,0.006533318,0.004711867,0.012953726,0.003143646,0.00573851,0.004070599,0.011648666,0.001470455,-0.000453364,0.000524168,0.002073156,0.00129961,0.000992503,0.003433857,0.001763409,0.014413178
10/05/2011,0.004064941,0.009608979,0.008392488,0.014970284,0.008617606,0.008861578,0.008194552,0.015313717,-0.004824514,0.000272652,0.000727324,-0.002698153,0.002163963,-0.00405711,-0.000554895,-1.27E-05,0.00270636
11/05/2011,-0.000265441,-0.019032736,-0.009448555,-0.018027579,-0.011650997,-0.008557809,-0.010539841,-0.018473587,0.003582924,-0.000272577,0.001777098,-0.003156908,-0.001511352,0.001629208,-0.000277601,1.93E-05,-0.00877193
12/05/2011,-0.014996061,0.003145953,0.006548564,0.009387412,0.002986662,0.006872437,0.005366536,0.008814935,-0.002205221,9.09E-05,0.002509538,-0.00117658,0.000973,-0.002349815,0.000277678,0.002551452,0
13/05/2011,-0.001569955,-0.016205076,-0.007777648,-0.012710445,-0.007992887,-0.007930843,-0.008669785,-0.013932814,0.003894425,0.000362653,0.001516472,-0.000180972,-0.004104564,0.002990076,0.003331217,-0.000252884,-0.006807352
14/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
15/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
16/05/2011,-0.007086958,-0.001329622,-0.008125705,-0.01842095,-0.003791977,-0.010209345,-0.00626605,-0.014609412,0.002410853,-0.000453364,0.000958372,0.000271837,0.001952121,0.002890581,9.17E-05,-0.000236752,-0.001370802
17/05/2011,-0.003090749,0.002128791,-0.000428996,-0.003412676,0.000318088,-0.001754428,-0.000164296,-0.003159496,0.002928301,0.000363535,0.002236245,0.000815289,0.001732259,0.001351112,0.001014909,0.000472265,-0.004804393
18/05/2011,0.007940647,0.00663804,0.008909365,0.017761313,0.007925727,0.011111441,0.009361545,0.015360277,-0.005735003,-0.000181702,0.000753846,-0.000543083,0.001188916,-0.002518796,0.002487365,-0.001101072,0.006206897
19/05/2011,-0.002091775,0.006064922,0.002424211,0.001682301,0.001887639,0.005350342,0.001301588,0.002161756,0.001048671,0,-0.000613967,-0.002626108,-0.000431613,0.001713169,-0.000735676,-0.001139927,0.000685401
20/05/2011,-0.000147923,-0.015204209,-0.005971737,-0.006192312,-0.008633842,-0.005022199,-0.006751773,-0.007320777,0.002409338,-0.000181735,-0.000102361,-0.000363426,-0.000756217,-0.000720327,0.000736218,0.000742157,0.012876712
21/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
22/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
23/05/2011,-0.023420517,-0.023156023,-0.012148956,-0.020065511,-0.011401619,-0.013122662,-0.01185278,-0.017969935,0.001359274,0.000272652,0.000241782,9.11E-05,-0.004754906,-0.00063051,-0.004043933,0.000441888,0.002163917
24/05/2011,0.009389406,0.005449805,-0.000583157,-0.00581982,-0.000641251,-0.003118499,-0.000828279,-0.004793388,0.001043636,-0.000181718,-0.000177875,0.005086048,-0.001628027,0.001262431,-0.000830423,-0.000843426,0.005398111
25/05/2011,-0.006040824,0.00758886,0.003188397,0.015285212,0.002885465,0.003955287,0.00331423,0.012595634,0.000104489,0.000181751,0.000115864,0.0002711,0,-0.001981231,0.001477789,0.002728233,0
26/05/2011,0.013522415,0.009681543,0.005484062,0.013879201,0.003036782,0.007317024,0.003963451,0.01317125,0.005524849,-9.09E-05,5.71E-05,0.002438581,-0.00087056,0.004330315,-0.002673823,0.002658698,-0.002684564
27/05/2011,0.012205991,0.006924779,0.003305546,0.006424329,0.004620281,0.002910043,0.004375908,0.006860849,-0.000103128,0.000181735,0.000132627,0.001622202,0.003047709,0.001077758,0.001756168,3.68E-05,0.010094213
28/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
29/05/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
30/05/2011,0.000752347,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
31/05/2011,0.017263523,0.019843264,0.010872363,0.01391602,0.010309553,0.009850412,0.010056178,0.014226039,0.00155484,-9.09E-05,0.000468242,-0.002609097,0.002713172,-8.94E-05,0.006922104,-0.001592137,-0.001332445
01/06/2011,-0.000750501,-0.023088023,-0.020950674,-0.032507205,-0.024018762,-0.020216726,-0.022214709,-0.032178119,0.008225147,-1.27E-05,0.001969271,0.007119739,-0.005782292,0.00498254,-0.000218769,0.001982801,0.002001334
02/06/2011,-0.006352745,0.006106801,-0.000577367,-0.000426721,-0.002091096,-0.000357626,-0.001160697,-0.000365656,-0.005970894,0,0.000952579,-0.003616361,-0.00065714,-0.009052621,0.000368494,0.001066894,-0.001997337
03/06/2011,-0.002194135,0,-0.011137654,-0.016540711,-0.008058592,-0.010049781,-0.009630249,-0.01461934,0.00393549,0,0.000792783,0.001542434,-0.003945435,0.002170891,-0.000183799,-6.98E-05,0.004002668
04/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
05/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
06/06/2011,-0.005091383,-0.013194248,-0.008636797,-0.018120117,-0.012350427,-0.012351427,-0.01056176,-0.016444087,-0.000618714,-0.000180871,0.000173827,0.00045315,-0.002420905,-0.001714797,0.001011842,7.63E-05,0.00166113
07/06/2011,0.00351408,0.008021435,-0.000737949,0.003204918,-0.001810278,0.000187408,-0.001355399,0.002388431,0.001857292,0,-0.000511255,0.001448772,-0.000772332,0.003435485,0.000459877,-0.003644075,-0.000331675
08/06/2011,-0.006225049,-0.012468983,-0.00457441,-0.013879891,-0.002965885,-0.002718072,-0.004071717,-0.011161797,0.002163592,-9.09E-05,0.00072555,-9.05E-05,-0.004746674,0.000630621,0.00156256,-1.31E-05,-0.00398142
09/06/2011,-0.003125505,0.011284214,0.006228651,0.007931396,0.008430189,0.007707981,0.007642696,0.005326198,-0.004008768,0,0.0004828,-0.001175409,0.00066545,-0.002701396,0.001101174,4.68E-05,0.004663558
10/06/2011,-0.01137426,-0.024973455,-0.015483193,-0.016735281,-0.012785852,-0.015642821,-0.014009498,-0.016020575,0.003199439,9.09E-05,0.000215415,-0.00036229,-0.00653975,-0.001173674,-0.000824594,0.002100717,-0.00795756
11/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
12/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
13/06/2011,-0.004267751,0.002724903,-0.000145468,-0.004283144,0.002158807,-0.003314094,0.000686257,-0.002820817,-0.002160698,-0.000181753,0.00045742,-9.06E-05,-0.003793438,0.001084759,-0.000183983,-0.000133868,-0.010695187
14/06/2011,0.008504265,0.017391007,0.014080105,0.02252649,0.011267253,0.017144698,0.012850885,0.021471162,-0.007939969,9.09E-05,-0.001344833,-0.002717756,0.006271899,-0.002979547,-0.000458149,-0.001665282,0.006418919
15/06/2011,-0.005463049,-0.034187459,-0.016546755,-0.017823423,-0.018188144,-0.019466003,-0.017424927,-0.017872608,0.010809633,9.09E-05,0.000641615,0.005177743,-0.004228797,0.005523957,-0.000918234,-0.000103864,0.003692514
16/06/2011,-0.017639195,-0.002212973,-0.000599741,-0.000901828,0.004339233,-0.001884794,0.001894155,0.002306309,0.002776874,9.00E-05,0.001584598,-0.00072314,-0.017771959,-0.001891183,-0.00597249,-0.000115346,-0.002006689
17/06/2011,-0.00256427,0.009976723,0.001805708,-0.002256606,0.004486444,0.003083075,0.002749463,0.000255537,-0.000718305,0,0.000140058,-0.000542748,0.011038272,0.000361171,-0.0004623,-0.000501796,0.007372654
18/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
19/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
20/06/2011,-0.006192703,-0.000548376,0.005698774,0.009498096,0.004963444,0.009111004,0.005655325,0.009203989,-0.001538691,9.09E-05,0.00028172,-0.002713909,0.006978216,0.000180214,-0.000370164,-0.001264872,0.000665336
21/06/2011,0.012732393,0.021692494,0.014917444,0.025314171,0.011521867,0.017153272,0.013633367,0.021659248,-0.001336354,9.09E-05,0.000306636,0.002449687,0.006705812,-0.000270885,0.006753981,-2.52E-05,0.003989362
22/06/2011,0.00341828,-0.011018731,-0.005879274,-0.00863042,-0.005695313,-0.006023389,-0.005884322,-0.007686694,-0.0004115,0,9.83E-05,-0.002262638,-0.007216755,0.001353564,0.00064311,-0.000466641,0.002649007
23/06/2011,-0.009488997,-0.00978397,5.32E-05,0.009366265,-0.005601564,-0.001784209,-0.003348435,0.003873119,0.00525032,0,0.001022759,0.007256339,0.005368431,0.002612251,-0.000826866,0.001984527,-0.017833554
24/06/2011,0.00943941,-0.009055608,-0.012173136,-0.005130874,-0.011579801,-0.012970904,-0.010978984,-0.005102968,0.0041991,-0.000181704,0.000322834,0.00387293,-0.004783104,0.000539163,-0.001746123,-0.001235365,-0.014122394
25/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
26/06/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
27/06/2011,-0.002857489,0.008584975,0.010368887,0.008230262,0.008032982,0.010122846,0.008448899,0.007755929,-0.003875686,-9.00E-05,0.000256191,-0.001615242,-0.000224046,-0.003232624,0.002394291,-0.002018234,-0.003410641
28/06/2011,0.007699673,0.012080769,0.015164594,0.019372953,0.010128962,0.018761288,0.012822512,0.01551595,-0.009214408,9.00E-05,-0.002121997,-0.003953464,0.004024389,-0.006938058,0.003214832,-0.000106338,0.003422313
29/06/2011,0.010679506,0.017636228,0.007469032,0.004057234,0.010354047,0.006165092,0.008946823,0.00476761,-0.005993725,0.000181737,-0.001634868,0.00036095,0.009909822,-0.002268218,-0.00064151,-0.001206013,0.006821282
30/06/2011,0.011953756,0.015194855,0.010029019,0.008613179,0.008623266,0.011980648,0.009536283,0.007299554,-0.003430238,9.09E-05,-0.001595808,-0.002254477,0.006726149,0.001455232,0.00155755,0.000941589,-0.008130081
01/07/2011,0.008975771,0.010504619,0.015113376,0.014233047,0.014354286,0.013573067,0.01508092,0.015578933,-0.002497292,-2.04E-05,-1.64E-06,0.001128485,0.005273316,5.80E-05,0.002912467,0.00128728,-0.008196721
02/07/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
03/07/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
04/07/2011,0.011086705,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-0.000144411,0
05/07/2011,-0.002431656,-0.006757958,0.001417697,0.006709502,-0.004293943,0.003795606,-0.00163279,0.002400564,0.006289676,0,0.000424703,0.00109083,0.001315584,0.003555149,-0.000274744,-0.000675212,0.019283747
06/07/2011,-0.003800227,-0.004969301,0.003962918,0.004341818,-0.000797418,0.003996739,0.001471834,0.004045852,0.001771531,9.08E-05,0.000140411,0.002906143,0.000437699,0.002088521,-0.002289663,-0.002292107,0.008783784
07/07/2011,0.006199656,0.008151537,0.010719809,0.014100455,0.010707012,0.00874037,0.010941238,0.015050696,-0.00384791,-0.000180826,-0.000469523,-0.000362377,0.003939842,0.000272408,0.002754505,-0.001843678,0.002009377
08/07/2011,-0.002935098,-0.012781113,-0.005300557,-0.005075066,-0.009171514,-0.004365918,-0.006784764,-0.006071023,0.010648265,-9.09E-05,0.001619982,0.004528765,-0.002724824,0.006432971,0.001739226,0.002525788,0.007352941
09/07/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
10/07/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
11/07/2011,-0.017495503,-0.029855148,-0.016976759,-0.024277919,-0.0186714,-0.018264112,-0.01853908,-0.021261337,0.00764415,0,0.002109733,0.005589681,-0.009838135,0.003331223,-0.002193735,-0.004280691,0.00796284
12/07/2011,-0.018846507,-0.007351517,-0.005850406,-0.006482245,-0.003415319,-0.007997108,-0.004474031,-0.005641284,0.001434993,-9.09E-05,0.002904752,0.004034703,-0.00276018,0.00080787,-0.005404539,0.002067555,0.008558262
13/07/2011,0.014571908,0.015362618,0.003734606,0.009996561,0.003427023,0.003971485,0.003494896,0.00893164,0.001637859,9.09E-05,0.000745684,0.001875848,0.007749131,0.002510872,0.002947088,-0.002372337,0.00848564
14/07/2011,-0.001846441,-0.008106235,-0.008010291,-0.016148905,-0.006667681,-0.008186225,-0.006468382,-0.015910249,-0.005723134,9.09E-05,0.000380039,-0.00597249,-0.000549307,-0.006171554,0.003030513,-0.001190606,0.003236246
15/07/2011,0.000778245,0.003812845,0.008937751,0.007413384,0.002783406,0.007645095,0.005509069,0.006686215,0.004111484,-9.09E-05,4.81E-05,0.003138455,-0.000329918,0.002249665,-0.001464399,-0.000566266,0.003870968
16/07/2011,-3.01E-06,0,0,0,0,-4.11E-06,0,0,0,0,-1.64E-06,0,0,0,0,-2.19E-06,0
